InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
523501,68799, SET OF 3 CAKE TINS PANTRY DESIGN,-8,"Jul 06, 2012",3.83,17299.0,Netherlands
411207,26829,  PARTY BUNTING ,2,06-25-2011,15.8,,United Kingdom
568361,62813,CERAMIC TEA POT FLORAL,1,10-14-2011,9.48,17030.0,United Kingdom
314601,80739,  PARTY BUNTING ,4,"Apr 03, 2012",0.0,,Australia
750299,80627,  SET OF 3 CAKE TINS PANTRY DESIGN,10,"Feb 26, 2011",3.85,14220.0,United Kingdom
923749,32443,  ASSORTED COLOUR BIRD ORNAMENT ,7,24-07-2012,9.89,18049.0,France
132356,43236,  WHITE HANGING HEART T-LIGHT HOLDER ,1,11/06/2012,23.07,,United Kingdom
734322,68465,SCENTED CANDLE GIFT PACK ,1,16-03-2011,7.07,18804.0,United Kingdom
723756,39178,SCENTED CANDLE GIFT PACK,2,"Sep 18, 2012",5.93,12786.0,United Kingdom
870569,15543,PLANT POTS GARDEN SET ,5,"Jun 16, 2012",5.52,15771.0,United Kingdom
C258795,55111, SCENTED CANDLE GIFT PACK ,1,19/05/2012,6.26,,United Kingdom
320782,63516,  WOODEN PICTURE FRAME WHITE FINISH ,8,04-01-2011,11.2,,Belgium
766470,83695,LUNCH BAG RED RETROSPOT,1,23-04-2012,18.84,15279.0,United Kingdom
671224,39672,  BIRTHDAY CARD VINTAGE DESIGN,1,10-08-2011,4.74,,Spain
514627,24568,  ASSORTED COLOUR BIRD ORNAMENT,2,03-21-2012,14.54,15755.0,United Kingdom
863445,82134, HOME DECOR LIGHT STRING ,5,2011-10-06 00:00:00,5.36,17871.0,Germany
609627,83356,  RETRO COFFEE MUG SET ,1,03-07-2012,4.63,15897.0,United Kingdom
725872,54941,PLANT POTS GARDEN SET,2,InvalidDate,27.98,13651.0,France
844314,42743,SCENTED CANDLE GIFT PACK,1,27-03-2012,19.69,10909.0,Germany
460400,82776,  REGENCY CAKESTAND 3 TIER ,2,05-05-2012,9.42,15081.0,Australia
455642,30426,VINTAGE SNAKES & LADDERS ,1,11-02-2011,13.64,18957.0,United Kingdom
308150,24306, WOODEN PICTURE FRAME WHITE FINISH,2,"Jul 14, 2011",9.71,18723.0,Switzerland
908538,18291, SCENTED CANDLE GIFT PACK ,3,19-05-2012,9.88,12105.0,Germany
411207,26829,  PARTY BUNTING ,2,06-25-2011,15.8,,United Kingdom
107032,41645,LUNCH BAG RED RETROSPOT,1,2010-12-11 00:00:00,15.26,16369.0,Switzerland
776044,40802,  PLANT POTS GARDEN SET,1,25/02/2012,5.49,18031.0,United Kingdom
497243,60254, HOME DECOR LIGHT STRING ,3,2012-07-06 00:00:00,4.87,17900.0,United Kingdom
364012,77261,  PARTY BUNTING,3,10-19-2012,7.46,19041.0,United Kingdom
163295,42521,PLANT POTS GARDEN SET,9,02-01-2011,10.39,14521.0,EIRE
C461085,26066,  PLANT POTS GARDEN SET ,1,02-08-2012,4.69,12529.0,United Kingdom
354547,72001,  PLANT POTS GARDEN SET,7,2011-05-08 00:00:00,14.17,13438.0,Netherlands
815995,64459, VINTAGE SNAKES & LADDERS,3,2012-02-10 00:00:00,34.6,11468.0,Spain
596733,99379,  ASSORTED COLOUR BIRD ORNAMENT ,2,11-04-2011,2.45,13226.0,United Kingdom
546021,45085, SET OF 3 CAKE TINS PANTRY DESIGN,5,12-07-2010,20.27,,Portugal
196707,62714,  PACK OF 72 RETROSPOT CAKE CASES,15,02-21-2011,19.65,13895.0,United Kingdom
907040,53175,WOODEN PICTURE FRAME WHITE FINISH ,2,2011-04-04 00:00:00,4.79,,France
C241707,60010,SCENTED CANDLE GIFT PACK,2,15-10-2012,10.51,14477.0,United Kingdom
720587,77158, BIRTHDAY CARD VINTAGE DESIGN,2,22-05-2012,6.86,13932.0,United Kingdom
560828,25494,HOME DECOR LIGHT STRING ,4,"Sep 29, 2011",1.68,11305.0,Belgium
737547,33528,  ASSORTED COLOUR BIRD ORNAMENT ,3,04-22-2011,11.38,,Netherlands
397515,71336,  RETRO COFFEE MUG SET ,2,InvalidDate,13.25,19698.0,Portugal
229789,47851,ASSORTED COLOUR BIRD ORNAMENT,3,08-25-2012,12.69,13483.0,Switzerland
556979,22197,  WOODEN PICTURE FRAME WHITE FINISH ,1,29/05/2012,9.07,15204.0,United Kingdom
816605,23698,  RETRO COFFEE MUG SET ,2,"Sep 05, 2012",12.83,16377.0,United Kingdom
715429,90171,  VINTAGE SNAKES & LADDERS,4,10-26-2011,7.13,19836.0,United Kingdom
442543,91271,REGENCY CAKESTAND 3 TIER,1,04/02/2011,6.71,18641.0,United Kingdom
394743,17504,SET OF 3 CAKE TINS PANTRY DESIGN,4,03-12-2010,5.99,16040.0,Australia
631562,38330, ASSORTED COLOUR BIRD ORNAMENT,5,12-19-2010,7.23,,United Kingdom
924341,65597,  PACK OF 72 RETROSPOT CAKE CASES ,3,23/01/2011,4.91,,United Kingdom
422433,53773, PARTY BUNTING ,1,10/12/2010,9.64,12483.0,United Kingdom
673404,15000,  SET OF 3 CAKE TINS PANTRY DESIGN ,7,"Sep 14, 2011",39.41,18169.0,United Kingdom
404751,99716, ASSORTED COLOUR BIRD ORNAMENT,2,"Jul 15, 2011",4.52,,United Kingdom
943352,34398, PARTY BUNTING ,4,2011-07-19 00:00:00,6.94,13406.0,Belgium
662093,75439,  VINTAGE SNAKES & LADDERS,3,05-07-2011,10.71,11274.0,United Kingdom
603447,50658, PACK OF 72 RETROSPOT CAKE CASES ,1,12-10-2012,7.49,,United Kingdom
588968,43368,SCENTED CANDLE GIFT PACK ,7,23/02/2012,16.29,18439.0,United Kingdom
246903,33225,  WOODEN PICTURE FRAME WHITE FINISH ,1,2012-10-07 00:00:00,3.18,,United Kingdom
334975,99711,  PARTY BUNTING ,7,12-08-2011,9.81,14942.0,United Kingdom
578409,32253,  WHITE HANGING HEART T-LIGHT HOLDER,2,03-05-2011,11.02,17873.0,France
195687,72798,  WOODEN PICTURE FRAME WHITE FINISH ,2,05-04-2012,17.76,16646.0,United Kingdom
794519,25657,  JUMBO BAG RED RETROSPOT ,8,2011-03-18 00:00:00,3.85,10479.0,United Kingdom
335311,73766, WHITE HANGING HEART T-LIGHT HOLDER,1,2011-02-25 00:00:00,11.53,11456.0,Spain
152055,46476, PLANT POTS GARDEN SET,5,07-31-2012,3.25,19663.0,United Kingdom
601503,68194, JUMBO BAG RED RETROSPOT,4,2012-11-19 00:00:00,4.68,13527.0,United Kingdom
118402,37426,  BIRTHDAY CARD VINTAGE DESIGN ,1,26-04-2011,10.71,10328.0,Australia
487476,95924,  WHITE HANGING HEART T-LIGHT HOLDER,4,29-12-2010,15.6,16146.0,United Kingdom
691952,88763,  VINTAGE SNAKES & LADDERS,-1,07-10-2011,15.42,11326.0,United Kingdom
910364,86759, PLANT POTS GARDEN SET ,6,05-27-2011,4.16,10542.0,United Kingdom
866164,45575, HOME DECOR LIGHT STRING,1,"Sep 25, 2012",16.92,14344.0,Switzerland
294020,24333,CERAMIC TEA POT FLORAL,1,09-08-2012,5.47,11029.0,United Kingdom
315432,54436,WHITE HANGING HEART T-LIGHT HOLDER ,1,29-01-2012,3.14,,United Kingdom
331773,64033, SCENTED CANDLE GIFT PACK,10,24-02-2011,13.03,,United Kingdom
127843,11320,SET OF 3 CAKE TINS PANTRY DESIGN,2,"Mar 03, 2012",8.57,11146.0,United Kingdom
886918,78099, JUMBO BAG RED RETROSPOT ,1,25/12/2010,13.29,13649.0,Netherlands
632245,70669,VINTAGE SNAKES & LADDERS,2,2012-11-03 00:00:00,5.48,14430.0,United Kingdom
354809,38842,PACK OF 72 RETROSPOT CAKE CASES ,1,01-23-2012,13.5,,Australia
804582,48090,RETRO COFFEE MUG SET,9,"Apr 01, 2012",4.02,10438.0,United Kingdom
958899,20046, LUNCH BAG RED RETROSPOT,1,28/02/2012,4.76,18124.0,United Kingdom
989856,13526,  CERAMIC TEA POT FLORAL,1,16/06/2012,-1.0,14991.0,United Kingdom
681529,56326,  PARTY BUNTING ,3,10-27-2011,3.04,15956.0,United Kingdom
453383,58897,  WOODEN PICTURE FRAME WHITE FINISH ,1,"Feb 01, 2011",17.17,,United Kingdom
722129,68177, WOODEN PICTURE FRAME WHITE FINISH,1,05-25-2012,7.42,11339.0,United Kingdom
221292,60235,REGENCY CAKESTAND 3 TIER,1,11-01-2011,9.26,,United Kingdom
542900,74057,REGENCY CAKESTAND 3 TIER ,6,26-06-2012,14.79,13498.0,United Kingdom
784050,97594,LUNCH BAG RED RETROSPOT ,5,InvalidDate,4.61,13300.0,Norway
224786,99751,  REGENCY CAKESTAND 3 TIER,4,31-01-2012,4.48,18455.0,United Kingdom
180738,33563,  VINTAGE SNAKES & LADDERS ,1,"Jun 04, 2011",8.4,19256.0,Portugal
386543,31952, JUMBO BAG RED RETROSPOT,1,02-28-2012,3.58,16987.0,United Kingdom
772633,95186,BIRTHDAY CARD VINTAGE DESIGN ,7,30/01/2012,8.53,18664.0,United Kingdom
250534,52448,  PACK OF 72 RETROSPOT CAKE CASES ,1,01-11-2011,12.95,18403.0,United Kingdom
C945484,89239, PACK OF 72 RETROSPOT CAKE CASES ,5,2012-07-14 00:00:00,13.13,15578.0,France
708278,14076,PACK OF 72 RETROSPOT CAKE CASES ,10,10-17-2011,8.19,11858.0,Germany
580338,99865, RETRO COFFEE MUG SET,1,18/01/2011,5.46,10177.0,Portugal
183337,19745, HOME DECOR LIGHT STRING,2,"Jan 08, 2011",14.11,11855.0,Netherlands
C496562,11073, SCENTED CANDLE GIFT PACK,1,26-01-2012,16.16,13894.0,United Kingdom
327436,58226,PACK OF 72 RETROSPOT CAKE CASES ,7,01-28-2011,8.67,,Netherlands
836661,85893,PACK OF 72 RETROSPOT CAKE CASES ,1,01-12-2010,9.65,18324.0,United Kingdom
136051,60775,REGENCY CAKESTAND 3 TIER ,0,25-11-2012,23.58,,United Kingdom
543232,51401,  HOME DECOR LIGHT STRING ,5,08-07-2012,10.16,,United Kingdom
901555,12631,BIRTHDAY CARD VINTAGE DESIGN,18,06-19-2012,6.13,12134.0,United Kingdom
C159567,45319,  BIRTHDAY CARD VINTAGE DESIGN ,6,05-08-2011,5.92,,United Kingdom
C510140,24735,  PACK OF 72 RETROSPOT CAKE CASES,1,17/11/2011,2.07,11299.0,United Kingdom
213394,64698, SCENTED CANDLE GIFT PACK ,3,02-06-2012,17.54,19131.0,United Kingdom
665198,89566, SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-06-16 00:00:00,3.21,13655.0,United Kingdom
374535,26120,WHITE HANGING HEART T-LIGHT HOLDER,1,"Nov 13, 2011",3.62,19806.0,United Kingdom
437232,26167, RETRO COFFEE MUG SET ,4,04-26-2011,8.66,10263.0,France
657132,69919, WHITE HANGING HEART T-LIGHT HOLDER ,2,23/11/2011,5.74,18902.0,United Kingdom
887646,15452,CERAMIC TEA POT FLORAL,1,25-08-2012,37.81,12448.0,United Kingdom
787318,69577,  LUNCH BAG RED RETROSPOT ,2,01-09-2012,10.25,14661.0,United Kingdom
250953,92516,WHITE HANGING HEART T-LIGHT HOLDER,1,10-10-2011,7.56,10582.0,Germany
C692610,13959,  WHITE HANGING HEART T-LIGHT HOLDER,2,2012-09-01 00:00:00,12.91,16956.0,United Kingdom
332682,18981,  JUMBO BAG RED RETROSPOT ,1,18/02/2011,18.46,17940.0,United Kingdom
457509,20663,  PLANT POTS GARDEN SET,5,09-05-2011,7.05,16466.0,Germany
779129,29483,BIRTHDAY CARD VINTAGE DESIGN,3,"Apr 10, 2012",2.63,15830.0,EIRE
358430,29874,  LUNCH BAG RED RETROSPOT ,2,"Dec 16, 2011",6.26,14800.0,Netherlands
363503,14920,  CERAMIC TEA POT FLORAL ,1,26-09-2012,4.42,15804.0,United Kingdom
694140,26148, LUNCH BAG RED RETROSPOT ,4,2012-08-24 00:00:00,12.55,16551.0,United Kingdom
866230,87891,REGENCY CAKESTAND 3 TIER,11,2011-07-20 00:00:00,14.94,12927.0,Germany
C929297,92263, PARTY BUNTING ,4,"Jan 08, 2011",10.67,17719.0,United Kingdom
812345,21748,  CERAMIC TEA POT FLORAL ,1,2011-03-19 00:00:00,17.76,13813.0,United Kingdom
741857,41821,JUMBO BAG RED RETROSPOT ,2,2011-06-16 00:00:00,6.6,,United Kingdom
810349,24178, REGENCY CAKESTAND 3 TIER,3,04-03-2012,16.93,,United Kingdom
420580,72814, LUNCH BAG RED RETROSPOT ,1,05-07-2011,9.12,15078.0,Belgium
126393,15285,RETRO COFFEE MUG SET ,1,2012-07-27 00:00:00,13.24,17148.0,Portugal
673936,75499, PARTY BUNTING,11,"May 09, 2012",4.44,19438.0,United Kingdom
C377311,28782,  JUMBO BAG RED RETROSPOT ,2,2011-07-27 00:00:00,9.36,12330.0,United Kingdom
594523,90730, SET OF 3 CAKE TINS PANTRY DESIGN,1,19-06-2012,9.52,16444.0,United Kingdom
853266,85033, HOME DECOR LIGHT STRING,3,12-21-2010,5.86,17164.0,United Kingdom
919593,69453, WOODEN PICTURE FRAME WHITE FINISH,2,08-08-2011,17.91,10251.0,United Kingdom
C443686,95727,VINTAGE SNAKES & LADDERS ,6,15/03/2011,5.5,11058.0,United Kingdom
758559,63121,LUNCH BAG RED RETROSPOT ,2,06/06/2012,9.14,10903.0,United Kingdom
820509,62627, ASSORTED COLOUR BIRD ORNAMENT,0,05-02-2011,3.33,12768.0,United Kingdom
281143,27878,  BIRTHDAY CARD VINTAGE DESIGN ,3,2011-03-02 00:00:00,7.8,11446.0,United Kingdom
263384,22454,  VINTAGE SNAKES & LADDERS,5,"May 31, 2011",9.95,12115.0,EIRE
618728,82323,  BIRTHDAY CARD VINTAGE DESIGN,2,2012-08-21 00:00:00,11.46,12995.0,EIRE
590339,67353, PARTY BUNTING ,4,03/01/2012,18.51,16987.0,United Kingdom
806513,13549,VINTAGE SNAKES & LADDERS,3,12/04/2011,8.92,,United Kingdom
382745,47996,SET OF 3 CAKE TINS PANTRY DESIGN ,4,29/12/2010,8.95,14523.0,United Kingdom
771810,45059, SET OF 3 CAKE TINS PANTRY DESIGN,2,"May 21, 2011",8.4,12690.0,United Kingdom
619637,11293, RETRO COFFEE MUG SET ,1,04-16-2011,6.88,18115.0,Spain
484333,10058,PARTY BUNTING,3,28-09-2011,26.53,18150.0,United Kingdom
955566,21002,LUNCH BAG RED RETROSPOT,-3,07-16-2012,10.68,12133.0,United Kingdom
624344,17446,  WHITE HANGING HEART T-LIGHT HOLDER,10,15/09/2011,8.18,18943.0,Belgium
717423,44094,  RETRO COFFEE MUG SET ,5,15-11-2011,14.08,19880.0,United Kingdom
464745,88313,SCENTED CANDLE GIFT PACK,1,23-09-2011,15.22,12519.0,France
452895,96753,PARTY BUNTING ,1,05-31-2011,7.49,18679.0,Switzerland
317984,34767, HOME DECOR LIGHT STRING ,3,06-30-2011,16.55,17665.0,United Kingdom
247049,76189,REGENCY CAKESTAND 3 TIER,3,09/07/2012,3.44,14536.0,Netherlands
688879,72014, REGENCY CAKESTAND 3 TIER ,4,06/09/2011,5.91,,United Kingdom
417952,13086, SET OF 3 CAKE TINS PANTRY DESIGN,1,23/05/2012,25.49,16209.0,United Kingdom
251958,77271,PARTY BUNTING,6,"Aug 30, 2011",2.44,12669.0,United Kingdom
433869,97851,  PLANT POTS GARDEN SET,2,05-02-2011,35.73,,United Kingdom
409815,68620,  VINTAGE SNAKES & LADDERS,7,2012-03-27 00:00:00,11.84,15838.0,United Kingdom
404604,23601,  WOODEN PICTURE FRAME WHITE FINISH ,3,21-09-2012,13.11,16401.0,EIRE
626077,56840,SET OF 3 CAKE TINS PANTRY DESIGN ,1,10-05-2011,4.64,,United Kingdom
840599,18389,  VINTAGE SNAKES & LADDERS,2,"Feb 25, 2011",13.91,19439.0,United Kingdom
677701,30010,PARTY BUNTING ,1,2011-04-24 00:00:00,13.7,11432.0,United Kingdom
633119,35666,CERAMIC TEA POT FLORAL ,3,2012-08-29 00:00:00,9.48,10010.0,United Kingdom
534174,65412,  ASSORTED COLOUR BIRD ORNAMENT ,7,24-11-2012,7.76,18852.0,Germany
352773,25376,  CERAMIC TEA POT FLORAL ,1,2010-12-23 00:00:00,10.29,10222.0,France
638411,40932, HOME DECOR LIGHT STRING ,3,InvalidDate,5.62,17315.0,Spain
493807,40498,WOODEN PICTURE FRAME WHITE FINISH,-6,12-30-2011,4.8,,United Kingdom
519814,10863,PACK OF 72 RETROSPOT CAKE CASES,2,2010-12-14 00:00:00,12.37,15256.0,United Kingdom
725638,90337, REGENCY CAKESTAND 3 TIER ,1,11-25-2012,9.83,11751.0,Germany
520641,30449,REGENCY CAKESTAND 3 TIER,1,"Sep 17, 2011",8.25,11303.0,United Kingdom
353724,17188, HOME DECOR LIGHT STRING,1,"Jul 29, 2012",4.68,,United Kingdom
258998,98290, RETRO COFFEE MUG SET,2,02-29-2012,15.34,18013.0,United Kingdom
763440,16450, PLANT POTS GARDEN SET ,4,04-25-2011,7.33,16609.0,United Kingdom
705484,74482, RETRO COFFEE MUG SET,1,18-11-2011,20.94,15554.0,Germany
353516,33397, REGENCY CAKESTAND 3 TIER,9,"Mar 21, 2011",5.25,,United Kingdom
744691,70308,  PARTY BUNTING ,1,07-01-2011,5.12,18715.0,United Kingdom
894301,17802,  ASSORTED COLOUR BIRD ORNAMENT ,2,"Jan 23, 2011",5.69,,United Kingdom
802716,23286, PACK OF 72 RETROSPOT CAKE CASES ,6,"Sep 03, 2011",9.11,12006.0,Switzerland
967415,15385,  JUMBO BAG RED RETROSPOT,1,08-01-2012,13.57,19344.0,United Kingdom
341324,43952,BIRTHDAY CARD VINTAGE DESIGN,6,01-02-2012,18.85,14642.0,Germany
249457,26772,LUNCH BAG RED RETROSPOT ,4,24-09-2012,8.17,12621.0,United Kingdom
309272,70263,  ASSORTED COLOUR BIRD ORNAMENT,-3,10-26-2012,7.75,15185.0,United Kingdom
632860,35107,  SCENTED CANDLE GIFT PACK,2,InvalidDate,16.95,17685.0,United Kingdom
418174,39992, JUMBO BAG RED RETROSPOT,8,24/11/2011,7.68,19407.0,United Kingdom
872838,34331,  RETRO COFFEE MUG SET ,2,2012-08-11 00:00:00,20.76,19238.0,France
C668806,16265,  HOME DECOR LIGHT STRING,1,06-27-2012,11.02,,Netherlands
721458,82048,  PARTY BUNTING,3,25/07/2011,7.07,13747.0,United Kingdom
223791,10020,JUMBO BAG RED RETROSPOT ,2,11-21-2011,5.7,,United Kingdom
623277,33504,  SET OF 3 CAKE TINS PANTRY DESIGN ,2,"Aug 07, 2012",3.21,19094.0,Germany
769727,67290,BIRTHDAY CARD VINTAGE DESIGN ,1,20/11/2012,5.15,17513.0,United Kingdom
121058,26040,  HOME DECOR LIGHT STRING,2,2010-12-27 00:00:00,17.96,,United Kingdom
192889,66751, VINTAGE SNAKES & LADDERS,-4,2012-03-07 00:00:00,7.79,19371.0,France
199919,30171,PACK OF 72 RETROSPOT CAKE CASES,2,01-12-2012,7.85,17523.0,France
C780928,82652,RETRO COFFEE MUG SET ,2,"Nov 01, 2011",5.79,15083.0,United Kingdom
692735,26668,WHITE HANGING HEART T-LIGHT HOLDER ,6,09-14-2011,7.41,10164.0,United Kingdom
531544,57800, JUMBO BAG RED RETROSPOT ,4,05-01-2012,12.02,10574.0,United Kingdom
309097,21640,PARTY BUNTING,1,01-07-2012,19.21,17345.0,United Kingdom
533297,72805,VINTAGE SNAKES & LADDERS ,1,04-23-2011,9.69,18848.0,United Kingdom
212099,60089, PLANT POTS GARDEN SET,5,"Sep 21, 2012",10.77,18310.0,United Kingdom
791652,76786, PLANT POTS GARDEN SET,1,04-06-2011,14.22,14582.0,United Kingdom
254473,82799,  VINTAGE SNAKES & LADDERS ,5,2012-04-21 00:00:00,9.19,16280.0,United Kingdom
C624186,99627,  HOME DECOR LIGHT STRING ,5,29-08-2011,5.62,,United Kingdom
601955,67788, BIRTHDAY CARD VINTAGE DESIGN ,3,05-01-2012,7.05,16914.0,Switzerland
631149,12387, WHITE HANGING HEART T-LIGHT HOLDER ,5,16/03/2011,8.17,14097.0,Norway
211825,69201,  PLANT POTS GARDEN SET,15,07-30-2011,3.61,12180.0,United Kingdom
517165,85577, SCENTED CANDLE GIFT PACK ,17,08-14-2012,7.74,14717.0,United Kingdom
940765,74320,HOME DECOR LIGHT STRING,5,"Mar 19, 2011",9.75,,United Kingdom
384243,69051,LUNCH BAG RED RETROSPOT,1,01-04-2012,25.37,,United Kingdom
546300,88533,  RETRO COFFEE MUG SET,3,28-08-2011,6.55,13429.0,United Kingdom
353301,42959,  RETRO COFFEE MUG SET,1,2012-08-17 00:00:00,23.2,14132.0,United Kingdom
520547,43939,SET OF 3 CAKE TINS PANTRY DESIGN ,15,03-10-2012,10.16,17721.0,Germany
557291,36925,REGENCY CAKESTAND 3 TIER ,3,12-12-2010,11.92,17293.0,France
112419,44206,  BIRTHDAY CARD VINTAGE DESIGN ,1,13-01-2011,8.29,15981.0,United Kingdom
299899,83809, BIRTHDAY CARD VINTAGE DESIGN,4,"Aug 07, 2011",35.77,11588.0,United Kingdom
593570,78117,  ASSORTED COLOUR BIRD ORNAMENT,2,"Sep 24, 2012",16.68,15731.0,France
360529,78607, PACK OF 72 RETROSPOT CAKE CASES ,1,2012-10-03 00:00:00,9.69,12983.0,Belgium
410509,12674, RETRO COFFEE MUG SET,2,04-07-2012,13.41,15113.0,Norway
299294,95365, SET OF 3 CAKE TINS PANTRY DESIGN,1,27/08/2012,15.42,10871.0,United Kingdom
915697,14352,JUMBO BAG RED RETROSPOT,1,17/03/2012,6.89,,United Kingdom
919781,60604, PARTY BUNTING ,2,29/03/2011,5.78,17409.0,United Kingdom
179360,14959,LUNCH BAG RED RETROSPOT,2,"Dec 06, 2010",4.03,10238.0,United Kingdom
642994,16114,CERAMIC TEA POT FLORAL ,6,12-10-2010,6.46,19768.0,EIRE
372201,51232,BIRTHDAY CARD VINTAGE DESIGN,6,10-02-2011,18.96,,United Kingdom
446407,32289,WHITE HANGING HEART T-LIGHT HOLDER,1,29-07-2011,7.79,12819.0,Portugal
764607,65598, BIRTHDAY CARD VINTAGE DESIGN ,1,09-09-2011,7.65,13481.0,EIRE
685136,78617, PACK OF 72 RETROSPOT CAKE CASES ,10,2011-04-10 00:00:00,11.7,,United Kingdom
454451,74889,HOME DECOR LIGHT STRING ,3,05-11-2011,11.13,15949.0,Spain
967190,34667,  RETRO COFFEE MUG SET,2,18-08-2011,8.32,13600.0,United Kingdom
795457,80678, ASSORTED COLOUR BIRD ORNAMENT ,-8,05-21-2011,6.1,10823.0,United Kingdom
512289,63817, JUMBO BAG RED RETROSPOT ,10,11-01-2012,13.23,19304.0,United Kingdom
146539,91256,  VINTAGE SNAKES & LADDERS,4,2012-05-29 00:00:00,10.21,10529.0,United Kingdom
236984,13830,REGENCY CAKESTAND 3 TIER,1,2011-11-28 00:00:00,12.59,12807.0,Australia
142782,79903,PACK OF 72 RETROSPOT CAKE CASES,5,2011-02-11 00:00:00,5.3,15909.0,United Kingdom
649656,42735,ASSORTED COLOUR BIRD ORNAMENT ,2,2012-02-08 00:00:00,2.17,14117.0,United Kingdom
744742,64918, PARTY BUNTING,1,01-01-2012,3.05,12489.0,United Kingdom
201735,35465, WOODEN PICTURE FRAME WHITE FINISH,3,2012-10-15 00:00:00,8.15,,Japan
643135,21095, HOME DECOR LIGHT STRING,5,2012-01-23 00:00:00,16.89,12127.0,United Kingdom
C573484,78812, VINTAGE SNAKES & LADDERS ,-7,2012-08-15 00:00:00,4.91,,United Kingdom
266052,60665,SET OF 3 CAKE TINS PANTRY DESIGN ,1,02-22-2012,12.13,10489.0,United Kingdom
792101,40284,  WHITE HANGING HEART T-LIGHT HOLDER,1,24/11/2012,7.48,12435.0,France
726020,17699, PLANT POTS GARDEN SET,5,2012-04-29 00:00:00,22.2,,United Kingdom
996881,42322,  VINTAGE SNAKES & LADDERS ,2,01-12-2011,14.62,,United Kingdom
705058,24507,  PARTY BUNTING ,4,"Dec 19, 2010",11.59,12828.0,France
966651,73165,  HOME DECOR LIGHT STRING,1,08-08-2011,18.93,,United Kingdom
445876,21055,PLANT POTS GARDEN SET ,2,10/06/2011,5.19,,United Kingdom
888898,81428,  WHITE HANGING HEART T-LIGHT HOLDER,10,"Apr 08, 2011",15.67,,EIRE
720086,37566,  VINTAGE SNAKES & LADDERS,1,2012-01-24 00:00:00,17.58,13600.0,United Kingdom
C232994,66561,JUMBO BAG RED RETROSPOT,2,"Jun 11, 2012",11.76,14342.0,United Kingdom
780834,88609,PARTY BUNTING ,1,27-03-2012,3.78,18487.0,United Kingdom
605694,88229,  JUMBO BAG RED RETROSPOT,6,04/07/2011,11.48,13106.0,Germany
C802726,36720, PLANT POTS GARDEN SET ,2,05-05-2011,12.91,18347.0,Netherlands
357231,65046, PARTY BUNTING ,1,04-29-2012,15.45,12596.0,Germany
601775,46734,  VINTAGE SNAKES & LADDERS,5,17/07/2011,5.19,12275.0,United Kingdom
112419,44206,  BIRTHDAY CARD VINTAGE DESIGN ,1,13-01-2011,8.29,15981.0,United Kingdom
871143,40806,  BIRTHDAY CARD VINTAGE DESIGN,2,12-01-2012,9.0,17639.0,United Kingdom
732049,35236,  PLANT POTS GARDEN SET,1,2011-02-01 00:00:00,7.84,11382.0,United Kingdom
659614,52837,REGENCY CAKESTAND 3 TIER ,1,2011-03-21 00:00:00,4.08,,United Kingdom
585119,15462, PLANT POTS GARDEN SET,4,18/11/2011,3.78,16613.0,United Kingdom
643028,54942,  CERAMIC TEA POT FLORAL,3,"Apr 22, 2012",8.32,13381.0,United Kingdom
666819,97748, RETRO COFFEE MUG SET ,3,16-04-2012,29.28,13907.0,United Kingdom
533714,26905,  HOME DECOR LIGHT STRING,4,06-06-2011,8.25,11410.0,Germany
724142,48079,  HOME DECOR LIGHT STRING ,1,14-04-2012,12.1,17969.0,United Kingdom
761259,91046, BIRTHDAY CARD VINTAGE DESIGN,4,01-11-2012,23.56,12151.0,United Kingdom
639775,92910,PARTY BUNTING ,7,04/03/2012,10.19,18289.0,United Kingdom
933358,60802,PLANT POTS GARDEN SET,1,04-07-2012,2.08,12538.0,United Kingdom
507922,81973, WHITE HANGING HEART T-LIGHT HOLDER,5,22-08-2011,5.72,,Spain
301466,45650, ASSORTED COLOUR BIRD ORNAMENT,6,"Oct 15, 2012",16.73,15298.0,United Kingdom
925177,29861,  RETRO COFFEE MUG SET ,3,"Mar 29, 2011",12.73,11403.0,Germany
678843,41509,WOODEN PICTURE FRAME WHITE FINISH ,8,30-10-2012,10.01,19844.0,Australia
613676,16472,  SET OF 3 CAKE TINS PANTRY DESIGN ,5,02/09/2012,23.08,10118.0,United Kingdom
321576,16259,REGENCY CAKESTAND 3 TIER ,4,"Oct 06, 2011",13.43,18820.0,United Kingdom
677539,38702,  BIRTHDAY CARD VINTAGE DESIGN ,1,2011-04-16 00:00:00,14.27,10148.0,United Kingdom
474344,16360,  ASSORTED COLOUR BIRD ORNAMENT,8,30-07-2011,9.38,13674.0,France
638562,82489, REGENCY CAKESTAND 3 TIER,6,"May 30, 2012",19.6,10947.0,France
817167,36038,VINTAGE SNAKES & LADDERS ,2,02-04-2011,7.9,11865.0,EIRE
691758,75228, HOME DECOR LIGHT STRING,1,13/09/2012,8.72,10442.0,United Kingdom
848987,68841, SET OF 3 CAKE TINS PANTRY DESIGN ,-1,"Oct 14, 2012",7.29,17906.0,United Kingdom
960030,11010,REGENCY CAKESTAND 3 TIER ,-5,12-13-2011,6.42,,Germany
309486,78894,VINTAGE SNAKES & LADDERS,3,06/10/2012,6.01,,Belgium
313482,25402, JUMBO BAG RED RETROSPOT ,6,2012-07-29 00:00:00,6.05,13457.0,United Kingdom
